"","title","price","sold_at","username","bought_and_sold","designer","sold_price"
"932","Off-White Box Logo prison Or tee-shirt M with measurements",219,"2019-03-11T00:05:26.947Z","KINGS_SHOPPER",873,"Off-White",195
"933","Amiri red flannel",199,"2019-03-10T15:43:03.418Z","jbidwal",329,"Amiri",120
"934","Dior Homme black slim denim jeans made in Japan 32",97,"2019-03-10T18:00:35.942Z","geoffrey75",147,"Dior",85
"935","FOG Pacsun Metallica T-shirt",64,"2019-03-11T17:33:46.122Z","phillyoz9",54,"Pacsun",72
"936","Supreme Motion Logo Hoodie",250,"2019-03-10T15:25:45.607Z","treatswarstad",26,"Supreme",220
"937","Yeezy Blue Tint 350",270,"2019-03-10T22:08:24.215Z","DignityHype",3,"Adidas",290
"938","THOM BROWNE SWEATPANTS ORIGINAL 4 BAR",84,"2019-03-10T19:12:27.010Z","hypebeastgummies1_",21,"Thom Browne",68
"939","Palace Pro 2016",150,"2019-03-11T14:20:35.989Z","carsongrahillbland",22,"Adidas",150
"940","Kids See Ghosts",225,"2019-03-11T18:34:22.186Z","hype_feast",20,"Cactus Plant Flea Market",170
"941","Blue Blue Japan Indigo Floral Camp Collar Shirt",130,"2019-03-10T16:03:33.518Z","zack666",74,"Blue Blue Japan",170
"942","Forever Ring Sz 9.5",270,"2019-03-10T23:03:43.406Z","-KeKe-",387,"Chrome Hearts",235
"943","Comme Des Garcons x Raymond Pettibon Double Tote",150,"2019-03-11T11:06:18.258Z","extracare",201,"Comme des Garcons",153
"944","Gosha AW18 logo crewneck Navy Size L",226,"2019-03-11T02:20:24.520Z","Gianluca",70,"Gosha Rubchinskiy",240
"945","Rhude Tee",170,"2019-03-11T15:10:45.955Z","DJW",115,"Rhude",155
"946","Chrome Hearts “Mustard” Collection Tee",188,"2019-03-11T14:46:56.404Z","DJW",115,"Chrome Hearts",175
"947","Chrom Hearts Black Long Sleeve",180,"2019-03-11T14:47:45.815Z","marcossaavedra",165,"Chrome Hearts",143
"948","John Geiger Pixburgh Black 002 - Size 11 New - CONFIRMED",650,"2019-03-10T15:57:39.115Z","foxjack24",76,"John Geiger",655
"949","Vintage Double-collared Tee-Shirt",85,"2019-03-10T19:16:10.555Z","extracare",200,"Stone Island",53
"950","Rare Design Vintage Hysteric Glamour Big Image T-shirt",51,"2019-03-11T00:07:16.547Z","khawaridwanazman",341,"Vintage",55
"951","SS18 Metallic Silver Waist Bag",123,"2019-03-11T22:32:50.188Z","boicott",62,"Supreme",128
"952","Balenciaga sweaters",720,"2019-03-11T06:03:01.032Z","Aleksei26",8,"Balenciaga",500
"953","Adidas By Raf Simons Stan Smiths Ash Pink",120,"2019-03-10T14:07:09.576Z","helenaa",1,"Adidas",120
"954","Raf Simons Thank You print oversized hoodie (Sz. XL)",179,"2019-03-10T20:31:32.685Z","ANDREADWORKIN",4,"Raf Simons",175
"955","Supreme Team Ringer",60,"2019-03-11T15:32:06.357Z","Taskmaster",62,"Supreme",60
"956","Supreme Fronts Tee",70,"2019-03-10T17:08:31.134Z","sethmillis",73,"Supreme",70
"957","ASSC x Undefeated Black Paranoid Hoodie",106,"2019-03-11T16:19:57.952Z","studioghibli",585,"Undefeated",114
"958","Daniel Johnston supreme tee",58,"2019-03-10T15:32:32.422Z","xobiuss",6,"Supreme",50
"959","Supreme gold tooth tee",65,"2019-03-10T15:33:53.995Z","xobiuss",5,"Supreme",50
"960","Pleasures Selena Tee",30,"2019-03-10T15:45:48.684Z","rodguzmann",6,"Pleasures",30
"961","Supreme creeper tee",95,"2019-03-11T17:05:11.000Z","xobiuss",6,"Supreme",90
"962","Supreme Gucci Mane Tee - White",210,"2019-03-10T15:09:21.759Z","jeffsyardsale",487,"Supreme",180
"963","Rive La Gauche Hoodie",380,"2019-03-11T16:10:36.066Z","lukinator146",1,"Saint Laurent Paris",330
"964","Balenciaga speed hunters hoodie",450,"2019-03-11T06:31:01.103Z","romafromrus",1,"Balenciaga",420
"965","Yeezy Season 1 bag",300,"2019-03-10T17:56:29.378Z","__imtheupperclasshoncho",160,"Yeezy Season",150
"966","Yeezy 350 boost V2 “Beluga 2.0”",400,"2019-03-11T20:34:24.681Z","juggdenis",43,"Yeezy Boost",405
"967","Raf Simons Stan Smith Strap Sneakers",250,"2019-03-10T21:16:26.370Z","aguer126",36,"Adidas",290
"968","Adidas Yeezy 700 Static",450,"2019-03-10T17:42:50.706Z","VJ_404",1,"Adidas",445
"969","2010/2011 pull-on tanker boots",656,"2019-03-10T17:18:37.052Z","selection",1,"A1923",600
"970","Off White C/O Virgil Abloh ""Not Real"" Tee",130,"2019-03-11T04:43:42.718Z","davidsimecek",17,"Off-White",147
"971","Supreme Steiff Bear (2x),Air Jordan 1 Crimson",700,"2019-03-10T16:44:39.229Z","x_fluffy_x",1,"Supreme",700
"972","FW16 Palladium guitar lamb leather jacket",1785,"2019-03-10T12:50:23.672Z","mylittlearchive_",87,"Saint Laurent Paris",1670
"973","Black Wyatt Chelsea Boots",399,"2019-03-10T12:58:18.309Z","taylornickles",167,"Saint Laurent Paris",265
"974","Oak Mercer Half Zip 4/XL",105,"2019-03-10T14:54:14.743Z","taylornickles",168,"John Elliott",100
"975","Amiri Peace Bones T shirt",117,"2019-03-10T17:11:51.623Z","taylornickles",168,"Amiri",99
"976","A/W 17 Overdye Crewneck Sweatshirt",130,"2019-03-10T18:46:11.453Z","unownedspace",16,"Cav Empt",155
"977","Lunar Force 1 Crimson",550,"2019-03-11T18:33:52.688Z","unownedspace",17,"Nike",625
"978","SS16 Crane Bomber",3645,"2019-03-10T17:13:12.921Z","slvrain",2340,"Louis Vuitton",2800
"979","Sweater",85,"2019-03-11T23:02:06.711Z","lollogargiu33",5,"Stone Island",115
"980","All Over Jacquard Logo Print Baseball Cap",250,"2019-03-11T19:36:27.794Z","futuro-store",62,"Balenciaga",220
"981","JULIUS_T RAYON SILK CLOTH SHIRT SIZE 3",130,"2019-03-10T17:07:22.673Z","mooncat0404",444,"Julius",125
"982","Kith Madison Windbreaker Volcano Jacket",170,"2019-03-10T12:15:21.727Z","kykta",117,"Kith Nyc",170
"983","Rick Owens Ramones",400,"2019-03-11T03:59:37.655Z","kobinrausch",8,"Rick Owens Drkshdw",395
"984","Kith Madison Windbreaker Volcano Jacket",150,"2019-03-10T11:55:07.340Z","kykta",115,"Kith Nyc",150
"985","Heavy-denim jeans",64,"2019-03-11T15:18:07.733Z","unconvertedoffender4L",4,"Prada",75
"986","Mastodon W16 Tank t-shirt",75,"2019-03-11T19:06:17.865Z","greggJay",7,"Rick Owens",85
"987","Kith Madison Windbreaker Volcano Jacket",150,"2019-03-10T11:55:45.943Z","kykta",116,"Kith Nyc",150
"988","Gucci Ace Sneakers",275,"2019-03-11T04:06:25.904Z","broskow",28,"Gucci",225
"989","Supreme x TNF Mountaineer Tee",70,"2019-03-11T18:20:52.647Z","eddiegonzalez2157",2,"Supreme",65
"990","Fear Of God Zip Up",39,"2019-03-11T03:58:09.974Z","MorganAlex_10",122,"Fear of God",50
"991","rick owens drksdw sneakers sock size 44 new without box",370,"2019-03-10T15:23:04.578Z","AUTHENTIC_UNDER_RETAIL",403,"Rick Owens Drkshdw",350
"992","Air Force 1 Low Off-White Volt Black",347,"2019-03-10T16:22:13.130Z","caeneus_nemesis_hera",1,"Nike",347
"993","Off White Nike Vapormax 2018",350,"2019-03-10T16:50:27.895Z","noize265",2,"Nike",320
"994","Japanese Brand Standard Of Urban Craft Boro Patchwork Denim Jeans",157,"2019-03-10T11:24:36.294Z","DealsNTrades",169,"Japanese Brand",167
"995","(Final Drop) AD2010 Junya Watanabe Man Fishtail M51 Parka",944,"2019-03-11T10:00:36.033Z","4D-venscloset",9,"Junya Watanabe",969
"996","Givenchy Logo Sweatshirt L",360,"2019-03-11T18:23:28.101Z","izgurets",22,"Givenchy",275
"997","Bape Full Zip Hoodie",180,"2019-03-11T18:24:09.430Z","karlmarkusp",105,"Bape",140
"998","Number (N)ine Gotham City Tee Shirt",117,"2019-03-11T03:41:50.488Z","karlmarkusp",103,"Number (N)ine",125
"999","Chanel Bag",200,"2019-03-10T19:43:08.214Z","angelafan916",1,"Chanel",220
